gwasID,Bolting,InitLeafLen,log_BbLe_max
8306,0,22,0
6967,1,30,3.63758616
8325,1,41,4.043051268
6981,1,29,2.890371758
6975,1,31,1.098612289
6961,0,32,0
6958,1,26,2.48490665
8351,0,21,0
8275,0,27,0
6945,0,31,0
6936,0,33,0
6983,0,25,0
6920,0,24,0
6960,1,31,0.693147181
7524,0,28,1.386294361
6911,1,25,0
8236,0,20,1.098612289
6915,0,34,0
6243,1,30,1.791759469
6943,1,27,0
6074,0,25,0
8256,0,26,0
8271,0,20,0
6933,0,31,0
8314,1,25,4.700480366
6910,1,29,3.828641396
6959,0,20,0
8337,0,20,0
6963,1,42,1.791759469
8426,1,23,3.80666249
6953,0,32,0
7275,1,15,1.791759469
7033,0,20,0
8412,1,36,3.663561646
6946,0,31,0
8235,0,15,0
8424,0,31,0
8244,0,22,0.693147181
7526,0,30,0
6988,0,41,1.386294361
8245,0,30,0
8214,0,15,0
8395,1,31,0.693147181
7287,1,33,1.386294361
6899,1,20,2.079441542
6968,0,25,0
8274,0,29,0
8374,1,30,0
6921,0,25,2.564949357
8329,1,21,2.397895273
8296,1,26,1.098612289
6972,1,36,0.693147181
6930,1,27,0.693147181
6937,0,15,0
6974,0,29,0
7186,1,32,3.951243719
5837,0,25,0
6923,1,17,1.609437912
7522,0,35,0
8304,1,21,2.944438979
8376,0,32,0
6971,0,40,0
7417,0,22,0
7015,1,33,1.386294361
8241,0,31,0
8313,1,20,0
8387,0,23,0.693147181
8311,1,36,1.386294361
8231,0,34,0
8378,1,25,2.890371758
8230,0,31,0
6907,0,21,0.693147181
7223,0,26,0
7415,1,23,3.218875825
7133,1,29,3.258096538
6931,1,32,3.17805383
8323,1,27,1.098612289
8300,1,21,4.65396035
7418,1,30,3.496507561
8312,1,29,1.098612289
7523,0,25,2.397895273
6982,1,30,0
8353,1,30,4.663439094
6903,1,21,0
7258,1,25,2.833213344
8258,0,17,2.197224577
6009,0,25,1.945910149
8222,0,30,3.044522438
7461,0,24,0
8297,0,29,0
8386,0,21,2.079441542
6916,1,35,3.17805383
8430,0,34,3.526360525
6987,1,23,0
7521,0,30,0.693147181
6969,0,31,1.386294361
6966,0,30,2.48490665
7525,0,22,4.025351691
6985,1,30,1.386294361
7438,1,32,0
6830,1,30,3.688879454
6919,0,11,0
6977,0,26,2.302585093
6979,1,30,2.197224577
7516,0,37,1.791759469
7327,0,38,0
8354,1,32,1.609437912
6951,0,28,2.197224577
10022,0,35,1.098612289
6709,0,30,0
7517,0,30,0
6043,0,20,0
7300,0,30,1.386294361
8242,0,34,0
9058,0,25,0
6964,0,21,3.526360525
6913,0,25,0
5719,0,24,0
8290,1,32,4.276666119
7520,1,30,0.693147181
6944,0,37,0
6976,0,30,1.098612289
7081,0,20,0
6008,1,28,4.543294782
6898,1,33,0
8234,0,30,0
7207,0,32,0
8388,0,33,0
8389,0,30,0
6971,0,42,0
6932,1,25,3.465735903
6046,0,17,1.386294361
8378,1,25,4.158883083
7275,1,15,3.526360525
6982,1,26,2.995732274
7081,0,20,0
6928,0,29,0.693147181
8386,0,26,1.791759469
6960,1,34,2.944438979
8351,0,30,0
6951,0,22,0
5719,0,27,0.693147181
6956,0,30,0
6909,1,32,1.791759469
8326,0,35,0
8420,1,30,4.584967479
6914,0,25,1.098612289
8424,0,35,1.098612289
8242,0,38,0
7413,1,31,1.791759469
6899,1,25,2.995732274
6921,0,25,0
8214,1,10,1.386294361
7517,0,39,1.098612289
8234,0,28,2.564949357
8300,1,16,0
6243,1,29,1.386294361
6938,0,33,0
6939,1,23,0
10022,1,28,0
6910,1,29,4.276666119
8270,1,36,3.091042453
6074,0,31,2.708050201
8412,1,35,3.850147602
6963,1,43,0.693147181
6008,1,33,4.343805422
6985,1,30,2.079441542
7520,1,29,3.761200116
7373,1,30,2.995732274
6926,1,28,1.386294361
8271,0,27,0
6933,0,29,0
8238,1,25,2.397895273
8313,1,21,0
6918,0,30,0
8334,0,27,0
8376,0,29,0
8285,1,35,3.135494216
6039,0,33,0
8422,0,28,0.693147181
6920,0,20,0
6911,0,26,1.609437912
6016,0,36,1.098612289
8296,1,21,0
8244,0,20,3.496507561
6937,1,26,2.833213344
6945,0,32,0
8354,1,31,3.931825633
5837,1,26,1.098612289
7015,0,28,0
6968,0,31,0
6927,0,30,0
6967,1,22,2.890371758
7516,0,28,0
6962,1,25,1.609437912
8247,0,23,0
6970,0,24,0
7515,0,25,0
8310,1,28,2.197224577
8353,0,26,0
6977,0,30,0
8258,0,19,0.693147181
6987,1,24,0
7033,0,21,0
6901,0,15,0
8419,0,31,1.609437912
8259,0,25,1.945910149
7525,0,24,0
8284,0,30,0
6975,0,34,0
6043,0,22,0
6830,1,20,0
6964,0,22,0
6898,1,37,3.688879454
8243,0,27,0.693147181
8426,0,26,4.025351691
8430,0,29,0
7298,0,35,0
8235,0,16,0
6983,0,30,0
7461,1,22,1.386294361
7521,1,21,0
9058,0,25,0
7300,0,24,0
8311,0,26,0
8222,0,34,0
6984,1,27,1.609437912
8233,0,30,0
6972,1,40,1.945910149
8283,0,20,0
6976,0,30,0.693147181
7438,0,27,0
7207,1,26,1.945910149
8306,0,21,0
6930,1,30,4.454347296
6906,1,20,4.060443011
8241,0,28,0
6917,0,29,1.945910149
6944,1,32,1.945910149
6981,1,26,2.079441542
6709,0,27,1.098612289
8314,1,21,3.36729583
8245,1,30,0
8231,0,25,0
8297,0,28,0
8236,1,17,0.693147181
6009,0,25,2.63905733
6980,0,28,0
6974,0,31,0
6913,0,29,0
6909,1,17,1.386294361
8230,0,35,0
6907,0,23,0
6988,0,56,0
7417,0,23,0
8337,0,21,0
8329,1,24,3.761200116
8239,1,32,3.401197382
6922,1,23,0
6897,0,25,0
6923,1,25,3.433987204
7514,0,25,0
9057,0,23,0
6969,0,35,1.098612289
6940,1,20,1.386294361
6978,1,24,2.197224577
6966,0,31,2.397895273
7133,1,20,0.693147181
7524,0,28,0
8290,1,31,3.526360525
6992,1,27,3.218875825
7523,0,35,1.609437912
6904,0,36,0
6903,1,23,1.098612289
6900,0,20,0
6042,1,32,4.189654742
8275,0,34,4.762173935
8304,0,28,0
7418,0,30,0
7526,0,29,0
7223,0,24,1.386294361
7522,0,25,0
8274,0,31,0
8343,1,23,0.693147181
6931,1,30,4.094344562
7327,0,35,0
8374,0,31,0.693147181
7323,0,30,0
8323,1,32,0
8366,1,30,1.386294361
6943,1,28,2.397895273
6916,1,31,3.401197382
6915,0,22,0
8388,1,35,1.386294361
7186,1,30,3.850147602
6946,1,24,0.693147181
8237,0,30,0
6959,0,28,0
6961,0,37,0
6936,1,41,2.48490665
8256,1,20,0.693147181
6919,0,10,0
6953,0,31,0
6965,0,26,0
6040,0,23,1.609437912
8213,1,34,4.219507705
8365,1,21,0
8395,1,40,3.850147602
8249,0,20,0
8312,1,30,3.091042453
8369,0,25,0
6942,1,25,2.995732274
7296,0,31,3.218875825
7415,1,25,1.386294361
6929,1,31,0.693147181
8387,1,27,0.693147181
7287,1,28,0
8215,0,25,3.135494216
8325,1,34,3.951243719
6958,0,22,0
8246,0,29,0.693147181
6924,0,19,0
6979,0,30,0
7258,1,22,1.386294361
8335,0,21,0
