"GOout.GO","GOout.p_val"
"GO:0055035",0.604618
"GO:0030174",0.604627
"GO:0030150",0.604647
"GO:0051087",0.604805
"GO:1990573",0.604843
"GO:0016197",0.605402
"GO:0008171",0.605441
"GO:0048528",0.606097
"GO:1905421",0.606147
"GO:0010380",0.606381
"GO:0034219",0.606471
"GO:0005762",0.606606
"GO:0002181",0.606697
"GO:0009636",0.60696
"GO:0016759",0.606962
"GO:0006556",0.60751
"GO:0048587",0.607559
"GO:0032434",0.608061
"GO:0006438",0.608089
"GO:0009259",0.608357
"GO:0016762",0.608905
"GO:0010271",0.608938
"GO:0048878",0.609101
"GO:0022904",0.609705
"GO:0008517",0.609729
"GO:0016998",0.609899
"GO:0046786",0.609919
"GO:0045836",0.610073
"GO:0097352",0.610241
"GO:0051228",0.610241
"GO:0019438",0.610447
"GO:0045604",0.611133
"GO:2001294",0.611404
"GO:0097623",0.611453
"GO:0047746",0.611722
"GO:0006409",0.611938
"GO:0006383",0.61229
"GO:0001676",0.612294
"GO:0019148",0.612478
"GO:1901684",0.612795
"GO:0009909",0.612803
"GO:0035194",0.61314
"GO:0030490",0.613443
"GO:0051753",0.613673
"GO:0018022",0.614155
"GO:0034058",0.614316
"GO:0031347",0.614871
"GO:0071446",0.615103
"GO:0006154",0.615171
"GO:0019439",0.615296
"GO:0006421",0.615441
"GO:0048193",0.616323
"GO:0034637",0.61637
"GO:0045116",0.618359
"GO:0005875",0.618511
"GO:0006302",0.618605
"GO:0055038",0.618698
"GO:0006479",0.619313
"GO:0009698",0.619467
"GO:0055046",0.619501
"GO:0010342",0.620058
"GO:0043139",0.620206
"GO:0009051",0.620247
"GO:0045735",0.621986
"GO:0009063",0.622071
"GO:1901979",0.622161
"GO:0009073",0.622265
"GO:0055069",0.622296
"GO:0010283",0.622465
"GO:0004017",0.622543
"GO:2001006",0.622694
"GO:0006221",0.623364
"GO:0006308",0.623598
"GO:0080086",0.623673
"GO:0016125",0.62386
"GO:0071218",0.624073
"GO:0030151",0.624113
"GO:0046500",0.624685
"GO:0031201",0.625055
"GO:0031225",0.625656
"GO:0080037",0.625947
"GO:0080103",0.626126
"GO:0009504",0.626588
"GO:0034456",0.626982
"GO:0034473",0.627686
"GO:0034476",0.627686
"GO:0071042",0.627686
"GO:0070981",0.627758
"GO:0006529",0.627758
"GO:0007010",0.627833
"GO:0030599",0.628061
"GO:0031930",0.628137
"GO:0048564",0.62821
"GO:0016040",0.628326
"GO:0010605",0.628342
"GO:0017108",0.628418
"GO:0034644",0.628606
"GO:0042285",0.628617
"GO:0080051",0.628748
"GO:0050826",0.628889
"GO:0009804",0.629049
"GO:0090567",0.629076
"GO:0043157",0.629188
"GO:0006487",0.629638
"GO:0005776",0.629821
"GO:0005688",0.629977
"GO:0008705",0.630017
"GO:0030775",0.630584
"GO:0030242",0.630892
"GO:0042539",0.631409
"GO:0004034",0.631658
"GO:0016151",0.631909
"GO:0034728",0.632112
"GO:0042789",0.632112
"GO:0015078",0.632184
"GO:0005787",0.632323
"GO:0016471",0.632569
"GO:0000145",0.632751
"GO:0035250",0.632962
"GO:0016773",0.633474
"GO:0033617",0.633749
"GO:0004550",0.633762
"GO:0006047",0.634058
"GO:0007049",0.634395
"GO:0055070",0.634938
"GO:0080036",0.634969
"GO:0005751",0.635016
"GO:0009853",0.635156
"GO:0006541",0.63535
"GO:1901259",0.635409
"GO:0090065",0.637247
"GO:0009629",0.638182
"GO:0008278",0.638209
"GO:1904382",0.638232
"GO:1904380",0.638232
"GO:0043068",0.638661
"GO:0015211",0.638836
"GO:0006275",0.639358
"GO:0019563",0.639603
"GO:0008157",0.639764
"GO:0018105",0.639939
"GO:0140110",0.640357
"GO:0097501",0.640391
"GO:0051211",0.640521
"GO:0051276",0.640717
"GO:0034457",0.640737
"GO:0010521",0.641004
"GO:0009750",0.641286
"GO:0006518",0.641995
"GO:0065003",0.642206
"GO:0032784",0.642336
"GO:0010941",0.642604
"GO:0008296",0.643208
"GO:0072583",0.643286
"GO:0060321",0.643906
"GO:0005375",0.644579
"GO:0006268",0.644804
"GO:0030686",0.644844
"GO:0042218",0.645173
"GO:0005388",0.645742
"GO:0001934",0.64587
"GO:0040007",0.645925
"GO:0034214",0.646078
"GO:0061927",0.646101
"GO:0008237",0.646488
"GO:1990641",0.646664
"GO:0016573",0.647533
"GO:0034605",0.648428
"GO:0071586",0.64892
"GO:0034722",0.648987
"GO:0016208",0.648999
"GO:0010600",0.649016
"GO:0009786",0.64913
"GO:0072344",0.64928
"GO:0015934",0.649682
"GO:0071051",0.650053
"GO:0003735",0.650236
"GO:0080171",0.651003
"GO:0006631",0.651011
"GO:0006306",0.651172
"GO:0030198",0.651203
"GO:0045927",0.651361
"GO:0042752",0.651421
"GO:0015995",0.651815
"GO:0009864",0.652
"GO:0035494",0.65204
"GO:0030125",0.652111
"GO:0042578",0.652323
"GO:0046854",0.65233
"GO:0000126",0.652564
"GO:0000995",0.652564
"GO:0006521",0.652607
"GO:0033615",0.653086
"GO:0004575",0.653153
"GO:0008194",0.653235
"GO:0060918",0.653775
"GO:0034765",0.653986
"GO:0042343",0.654025
"GO:0010255",0.654457
"GO:0048575",0.654568
"GO:0019288",0.654616
"GO:0004373",0.65478
"GO:0004640",0.654943
"GO:1990170",0.654958
"GO:0080111",0.655311
"GO:0048577",0.655321
"GO:0005850",0.655525
"GO:0009523",0.656138
"GO:0003689",0.656239
"GO:0030124",0.656511
"GO:0010322",0.656968
"GO:0000062",0.657327
"GO:0032922",0.657648
"GO:0006024",0.657687
"GO:0006065",0.657687
"GO:0046739",0.658759
"GO:0048508",0.658816
"GO:0043295",0.659077
"GO:0000798",0.659116
"GO:0006730",0.659191
"GO:0043693",0.659723
"GO:0008023",0.65997
"GO:0009625",0.661076
"GO:0008422",0.661278
"GO:0097305",0.661355
"GO:0016787",0.661783
"GO:0005782",0.662151
"GO:0043495",0.662566
"GO:0009942",0.662853
"GO:0080163",0.662911
"GO:0006296",0.663503
"GO:0004712",0.663515
"GO:0004001",0.66363
"GO:0006169",0.66363
"GO:0090158",0.663805
"GO:0009925",0.663941
"GO:0015706",0.663977
"GO:0010071",0.664133
"GO:0006285",0.664189
"GO:0016303",0.664384
"GO:0050661",0.664547
"GO:0009920",0.664814
"GO:0032527",0.664875
"GO:0043455",0.664946
"GO:0015969",0.665357
"GO:0006598",0.666289
"GO:0010190",0.66645
"GO:0016104",0.666584
"GO:0070531",0.666751
"GO:0090356",0.666854
"GO:0052635",0.667319
"GO:0052793",0.667642
"GO:0006788",0.667972
"GO:0006353",0.668784
"GO:0080183",0.669357
"GO:0010100",0.669571
"GO:0006949",0.669679
"GO:0000054",0.669768
"GO:0032012",0.6699
"GO:0042631",0.670051
"GO:0044265",0.670056
"GO:0000250",0.670624
"GO:0120091",0.670756
"GO:0051512",0.671185
"GO:0006349",0.671817
"GO:0055087",0.672024
"GO:0070478",0.672024
"GO:0006446",0.67225
"GO:0009738",0.673377
"GO:0032483",0.673422
"GO:0047259",0.673548
"GO:0051568",0.673567
"GO:0005096",0.673617
"GO:0042344",0.673656
"GO:0006107",0.673755
"GO:2000694",0.673958
"GO:0046922",0.67475
"GO:0036066",0.67475
"GO:0009922",0.674796
"GO:0031428",0.674914
"GO:0031901",0.675112
"GO:0019441",0.675639
"GO:0004614",0.675687
"GO:0019632",0.675747
"GO:0102786",0.676262
"GO:0034768",0.676498
"GO:0006491",0.676966
"GO:0071786",0.677041
"GO:1905499",0.677146
"GO:0004634",0.67725
"GO:0008441",0.677763
"GO:0016925",0.677927
"GO:0051365",0.678405
"GO:0042147",0.678786
"GO:2000028",0.679339
"GO:0003725",0.679396
"GO:0010295",0.679663
"GO:0048029",0.679785
"GO:0016149",0.679793
"GO:0010198",0.680073
"GO:0009574",0.680275
"GO:0046177",0.680422
"GO:0032050",0.680566
"GO:0032468",0.680735
"GO:0032472",0.680735
"GO:0007129",0.680754
"GO:0047196",0.68092
"GO:0102966",0.68092
"GO:0004652",0.681306
"GO:0030875",0.681648
"GO:0008106",0.681923
"GO:0045491",0.682439
"GO:0006405",0.682589
"GO:0009082",0.682714
"GO:0007205",0.683271
"GO:0070588",0.68471
"GO:0015858",0.684739
"GO:0034472",0.684959
"GO:0070475",0.6857
"GO:0016717",0.688842
"GO:0000447",0.68932
"GO:1990110",0.689439
"GO:0098532",0.689581
"GO:0045995",0.689603
"GO:0016607",0.689637
"GO:0097054",0.689751
"GO:0046246",0.689939
"GO:0019374",0.689964
"GO:0016020",0.690077
"GO:1901565",0.690149
"GO:0005956",0.690512
"GO:0006654",0.691107
"GO:0006869",0.691217
"GO:0042908",0.691613
"GO:0090114",0.692053
"GO:0042545",0.692395
"GO:0006298",0.692477
"GO:0045324",0.693052
"GO:0009251",0.693182
"GO:1901527",0.693591
"GO:0004713",0.69367
"GO:1990269",0.694276
"GO:0043086",0.694281
"GO:0004559",0.694354
"GO:0045132",0.694518
"GO:0090406",0.695454
"GO:0015030",0.696468
"GO:0004365",0.6966
"GO:0004715",0.697565
"GO:0045839",0.697799
"GO:0016363",0.697867
"GO:0030865",0.698451
"GO:0010028",0.698724
"GO:0001405",0.699549
"GO:0016410",0.700066
"GO:0004565",0.701033
"GO:0045487",0.701583
"GO:0043970",0.701863
"GO:0034426",0.702365
"GO:0042149",0.702514
"GO:0046982",0.703175
"GO:0006661",0.703322
"GO:0047274",0.703478
"GO:0030970",0.703732
"GO:0000904",0.703809
"GO:0048358",0.703819
"GO:0006406",0.703956
"GO:0005798",0.70397
"GO:0070481",0.704701
"GO:0051016",0.704772
"GO:1902289",0.705079
"GO:0016045",0.705129
"GO:0005854",0.705207
"GO:0042761",0.705649
"GO:0010426",0.70576
"GO:0042735",0.70599
"GO:0042721",0.706503
"GO:1902066",0.706524
"GO:1900034",0.706703
"GO:0005764",0.706806
"GO:0045252",0.706807
"GO:0006538",0.706962
"GO:0048765",0.707071
"GO:0006388",0.707098
"GO:0042759",0.707391
"GO:0043023",0.707907
"GO:0009884",0.709769
"GO:0006282",0.710895
"GO:0045003",0.710947
"GO:0016308",0.71118
"GO:0031667",0.711267
"GO:1900459",0.711547
"GO:0009850",0.712706
"GO:0031348",0.71354
"GO:0008453",0.713543
"GO:0004742",0.713685
"GO:0016556",0.713872
"GO:0004563",0.713967
"GO:0032981",0.714847
"GO:0032790",0.714943
"GO:0004791",0.715138
"GO:0010617",0.715205
"GO:0071421",0.715762
"GO:0042023",0.71625
"GO:0000118",0.716295
"GO:0046417",0.716532
"GO:0004392",0.716632
"GO:0046933",0.716879
"GO:0000413",0.71695
"GO:0003006",0.717213
"GO:0016788",0.717228
"GO:0012505",0.717486
"GO:0004564",0.717856
"GO:0006283",0.717916
"GO:0006085",0.71843
"GO:0008017",0.718743
"GO:0042254",0.718841
"GO:0000479",0.719291
"GO:0031591",0.720449
"GO:0000418",0.720621
"GO:0005664",0.720778
"GO:0051762",0.721095
"GO:0000213",0.721159
"GO:0004519",0.721233
"GO:0035067",0.721708
"GO:0048759",0.722095
"GO:0051865",0.722506
"GO:0070918",0.722666
"GO:0000012",0.723718
"GO:0061025",0.723736
"GO:0070042",0.724511
"GO:0046283",0.724637
"GO:0033674",0.724658
"GO:0004620",0.725139
"GO:0010438",0.725878
"GO:0015629",0.725988
"GO:0009534",0.726778
"GO:0035265",0.726844
"GO:0010222",0.726876
"GO:0004568",0.727167
"GO:0031060",0.727283
"GO:0051213",0.727823
"GO:0009788",0.727935
"GO:0071712",0.728353
"GO:0001732",0.728395
"GO:0009360",0.729136
"GO:0009807",0.729294
"GO:0006955",0.729835
"GO:0046621",0.730099
"GO:0006086",0.730721
"GO:0004197",0.730811
"GO:0017053",0.731031
"GO:1990414",0.731076
"GO:0035098",0.731118
"GO:0005789",0.731257
"GO:0051259",0.731438
"GO:0043617",0.73172
"GO:0010229",0.731751
"GO:0010019",0.731888
"GO:0006753",0.731938
"GO:0051536",0.732339
"GO:0008970",0.732403
"GO:0010289",0.732883
"GO:0009846",0.732896
"GO:0051091",0.733327
"GO:0006906",0.733546
"GO:0009368",0.733764
"GO:0071585",0.734116
"GO:0046658",0.734327
"GO:0043153",0.735183
"GO:0015112",0.735203
"GO:0004103",0.735285
"GO:0005615",0.735434
"GO:0003774",0.73545
"GO:0008615",0.736014
"GO:0009524",0.736123
"GO:0006526",0.736248
"GO:0060776",0.737006
"GO:0009413",0.737207
"GO:0051020",0.7373
"GO:0031167",0.737402
"GO:0010223",0.737543
"GO:0006333",0.73759
"GO:0008378",0.738168
"GO:0030133",0.738294
"GO:0008474",0.738711
"GO:0046910",0.740115
"GO:0090691",0.740503
"GO:0015140",0.740844
"GO:0048437",0.740901
"GO:0070072",0.741034
"GO:0004813",0.741077
"GO:0006419",0.741077
"GO:0009969",0.741144
"GO:0047372",0.741244
"GO:0008878",0.741808
"GO:0009975",0.742248
"GO:0001653",0.742531
"GO:0097428",0.742607
"GO:0045271",0.742721
"GO:0000266",0.743353
"GO:0055088",0.743377
"GO:1900425",0.74408
"GO:0006568",0.744715
"GO:0015301",0.744808
"GO:0031902",0.745011
"GO:0009927",0.745342
"GO:0000911",0.745991
"GO:0017116",0.746323
"GO:0034511",0.746373
"GO:0031418",0.74697
"GO:0007064",0.747273
"GO:0006720",0.747465
"GO:0071702",0.7476
"GO:0009741",0.748326
"GO:0017148",0.748503
"GO:0009612",0.748571
"GO:0006379",0.748578
"GO:0008094",0.749307
"GO:0010109",0.749563
"GO:0008356",0.749582
"GO:0042138",0.749618
"GO:0000160",0.749903
"GO:0004506",0.749904
"GO:0010155",0.749997
"GO:0000146",0.750592
"GO:0042744",0.750638
"GO:0006450",0.751079
"GO:0010263",0.751266
"GO:0009606",0.751511
"GO:0005730",0.751612
"GO:0003676",0.751864
"GO:0016985",0.752259
"GO:0012507",0.75272
"GO:0003688",0.752747
"GO:1900366",0.753377
"GO:0009694",0.75455
"GO:1905392",0.754592
"GO:1901006",0.755172
"GO:0098542",0.75608
"GO:0000045",0.756433
"GO:2000762",0.756702
"GO:0080170",0.757139
"GO:0048268",0.757175
"GO:0010133",0.757879
"GO:0070919",0.757904
"GO:0010106",0.757907
"GO:0042800",0.75813
"GO:0048026",0.758474
"GO:1990837",0.759205
"GO:0006537",0.75957
"GO:0045787",0.759715
"GO:2001020",0.760025
"GO:0004127",0.760303
"GO:0006904",0.760529
"GO:0010230",0.760779
"GO:0010311",0.760962
"GO:0005770",0.761125
"GO:0045300",0.761182
"GO:0043621",0.761557
"GO:2000026",0.762239
"GO:0015299",0.76314
"GO:0006722",0.763445
"GO:0006655",0.763609
"GO:0001682",0.763967
"GO:0004526",0.763967
"GO:0010093",0.764245
"GO:0009866",0.764427
"GO:0005654",0.764777
"GO:0040029",0.764833
"GO:0010629",0.765113
"GO:0051731",0.765835
"GO:1902000",0.765919
"GO:0019760",0.765954
"GO:0070402",0.765993
"GO:0008417",0.766053
"GO:0005643",0.766093
"GO:1900865",0.766262
"GO:0080003",0.766304
"GO:0080001",0.76644
"GO:0010598",0.76665
"GO:0031985",0.767337
"GO:0071370",0.767564
"GO:0044877",0.76789
"GO:0000502",0.768349
"GO:0048830",0.768731
"GO:0052742",0.768747
"GO:0007389",0.76875
"GO:0016758",0.769012
"GO:0004553",0.769022
"GO:0030433",0.769222
"GO:0006164",0.769722
"GO:0070676",0.770272
"GO:0000794",0.770577
"GO:0048579",0.7712
"GO:0031123",0.771202
"GO:0051302",0.771341
"GO:0009538",0.771689
"GO:0000796",0.771816
"GO:0006739",0.771851
"GO:0006629",0.772306
"GO:0004473",0.772551
"GO:0006561",0.772644
"GO:0008964",0.773364
"GO:0003977",0.773535
"GO:0048478",0.773662
"GO:0048236",0.7738
"GO:0008506",0.773828
"GO:0016310",0.774091
"GO:0015904",0.774255
"GO:0006635",0.77444
"GO:0042592",0.77446
"GO:0010569",0.774815
"GO:0033683",0.775175
"GO:0010427",0.77528
"GO:0031588",0.776061
"GO:0016024",0.776088
"GO:0005783",0.776328
"GO:0010218",0.776514
"GO:0006418",0.776627
"GO:0005811",0.776798
"GO:0009089",0.776916
"GO:0007052",0.776975
"GO:0102721",0.777032
"GO:0106292",0.777032
"GO:2000652",0.777072
"GO:0042594",0.777104
"GO:0006812",0.777206
"GO:0006857",0.777292
"GO:0004497",0.777687
"GO:0006900",0.777848
"GO:0004364",0.778204
"GO:0002682",0.778366
"GO:0005840",0.778518
"GO:0004534",0.778781
"GO:0080143",0.778925
"GO:0044613",0.77903
"GO:0004805",0.779282
"GO:2000241",0.779385
"GO:0009407",0.779637
"GO:0005736",0.779781
"GO:0007094",0.780023
"GO:0000462",0.780635
"GO:0006415",0.780772
"GO:0102420",0.781604
"GO:0009704",0.781891
"GO:0031314",0.782257
"GO:0004315",0.782654
"GO:0005768",0.783295
"GO:0000974",0.783298
"GO:0033499",0.783328
"GO:1901149",0.783441
"GO:0010188",0.78359
"GO:0005845",0.783786
"GO:0030048",0.784501
"GO:0009959",0.784587
"GO:0070062",0.784721
"GO:0000938",0.785141
"GO:0010017",0.785193
"GO:0046345",0.786093
"GO:0009871",0.786463
"GO:0009960",0.786763
"GO:0005737",0.786819
"GO:0043596",0.786885
"GO:0016760",0.786901
"GO:0070370",0.787135
"GO:0008948",0.787205
"GO:0005834",0.787311
"GO:0071035",0.787716
"GO:0017025",0.78819
"GO:0016602",0.788301
"GO:0004045",0.788339
"GO:0003883",0.788497
"GO:0006228",0.788624
"GO:0016485",0.789056
"GO:0045935",0.789095
"GO:0070125",0.789391
"GO:0008097",0.789553
"GO:0008168",0.789554
"GO:0045814",0.7896
"GO:0046907",0.78976
"GO:0070273",0.789921
"GO:0006783",0.790229
"GO:0046923",0.79028
"GO:0000956",0.790511
"GO:0031048",0.791584
"GO:0010005",0.791916
"GO:0005242",0.792204
"GO:0009684",0.79243
"GO:0080027",0.792441
"GO:0005847",0.792529
"GO:0006508",0.793118
"GO:0000492",0.793123
"GO:0048278",0.793137
"GO:0042255",0.793326
"GO:0017110",0.795002
"GO:0008219",0.795032
"GO:0048364",0.795383
"GO:0048497",0.795553
"GO:0000379",0.795567
"GO:0003682",0.795671
"GO:0048609",0.795682
"GO:1990538",0.796309
"GO:0051127",0.796934
"GO:0010329",0.797442
"GO:0009773",0.797674
"GO:1990879",0.797934
"GO:0043066",0.798048
"GO:0072659",0.798158
"GO:0010206",0.798923
"GO:0031209",0.798996
"GO:0009856",0.79907
"GO:0051603",0.799199
"GO:0031573",0.7993
"GO:0004345",0.799491
"GO:0008324",0.799507
"GO:0008083",0.799508
"GO:0006623",0.799589
"GO:0000445",0.799593
"GO:0006810",0.800565
"GO:0030244",0.801024
"GO:0046373",0.80109
"GO:2000033",0.801111
"GO:0031492",0.801672
"GO:0030332",0.802676
"GO:1903830",0.803712
"GO:0071932",0.803806
"GO:0006336",0.804019
"GO:0015204",0.804066
"GO:0043247",0.804244
"GO:0010154",0.804702
"GO:0005813",0.80486
"GO:0009435",0.805521
"GO:0035195",0.805654
"GO:0033962",0.805716
"GO:0031324",0.805888
"GO:0003723",0.805892
"GO:1900458",0.806702
"GO:0015693",0.807766
"GO:0004857",0.809211
"GO:0033612",0.809237
"GO:0031204",0.809265
"GO:0010073",0.809477
"GO:0006536",0.809638
"GO:0019748",0.810547
"GO:0046654",0.810747
"GO:0031461",0.810778
"GO:0009011",0.811044
"GO:0009062",0.811489
"GO:0000289",0.812037
"GO:0072330",0.812151
"GO:0018822",0.81236
"GO:0009561",0.812434
"GO:0010449",0.81343
"GO:0004838",0.813704
"GO:0000278",0.814101
"GO:0010075",0.814129
"GO:1900369",0.814483
"GO:0000339",0.814984
"GO:0031110",0.815635
"GO:0009772",0.815755
"GO:0007098",0.816373
"GO:0009863",0.816514
"GO:0015031",0.81705
"GO:0006517",0.817206
"GO:0032934",0.817467
"GO:0031369",0.818475
"GO:0006334",0.818885
"GO:0044085",0.819063
"GO:0009620",0.819423
"GO:0048354",0.819477
"GO:0016688",0.819507
"GO:0071395",0.820137
"GO:0032787",0.820463
"GO:0001522",0.820625
"GO:0009957",0.821043
"GO:0033320",0.821092
"GO:0010077",0.821357
"GO:0016459",0.82143
"GO:0017070",0.821449
"GO:0006241",0.821511
"GO:0006563",0.821769
"GO:0061640",0.822365
"GO:0015297",0.822492
"GO:0030246",0.822724
"GO:0042406",0.822909
"GO:0009584",0.823132
"GO:0015368",0.823323
"GO:0009860",0.823765
"GO:0004305",0.823888
"GO:0010021",0.823954
"GO:0030643",0.824393
"GO:0048574",0.824429
"GO:0000793",0.824665
"GO:0052546",0.824766
"GO:0004386",0.824801
"GO:2000067",0.825534
"GO:0072546",0.826188
"GO:0009790",0.82626
"GO:0048571",0.826463
"GO:0051782",0.826531
"GO:0033044",0.826657
"GO:0030628",0.826842
"GO:0019745",0.827072
"GO:0006863",0.827769
"GO:0042793",0.827934
"GO:1990714",0.828297
"GO:0031425",0.828516
"GO:0005451",0.829666
"GO:0030139",0.830532
"GO:0001228",0.830709
"GO:0009423",0.831136
"GO:0033540",0.831365
"GO:0010587",0.831533
"GO:0017196",0.83231
"GO:0048280",0.832953
"GO:0042430",0.833177
"GO:0031956",0.833307
"GO:0004430",0.833378
"GO:0004849",0.833657
"GO:0010411",0.834642
"GO:0009543",0.835219
"GO:0018119",0.836319
"GO:0010369",0.836517
"GO:0010256",0.836928
"GO:0031380",0.837041
"GO:0043967",0.837092
"GO:0042446",0.837174
"GO:0044272",0.837628
"GO:0043412",0.837649
"GO:0042393",0.837702
"GO:0030976",0.837891
"GO:1901615",0.838596
"GO:0030136",0.838705
"GO:0008526",0.83916
"GO:0023052",0.839901
"GO:2000038",0.840641
"GO:0033588",0.840936
"GO:0009627",0.84106
"GO:0042128",0.841327
"GO:0003906",0.841648
"GO:0090447",0.842008
"GO:0009904",0.842071
"GO:0007131",0.842236
"GO:0051410",0.842346
"GO:0010252",0.842537
"GO:0043001",0.842975
"GO:0006874",0.843745
"GO:0048317",0.843917
"GO:0009695",0.844056
"GO:2000122",0.844231
"GO:0042176",0.844387
"GO:0035196",0.844804
"GO:0005991",0.844913
"GO:0010087",0.845718
"GO:0097526",0.84584
"GO:0005992",0.84601
"GO:0010115",0.846038
"GO:0009707",0.846059
"GO:0006555",0.846227
"GO:0030050",0.846251
"GO:0003989",0.846368
"GO:0003997",0.847328
"GO:0071695",0.848568
"GO:0030007",0.848718
"GO:0006002",0.848928
"GO:0003727",0.849044
"GO:0042645",0.849229
"GO:0051539",0.849785
"GO:0009749",0.850074
"GO:0032786",0.850488
"GO:0005215",0.851015
"GO:0042651",0.851031
"GO:0005794",0.851259
"GO:0005982",0.85293
"GO:0006531",0.85319
"GO:0006103",0.85319
"GO:0005983",0.853359
"GO:0035304",0.854369
"GO:0004816",0.854432
"GO:1902358",0.854489
"GO:2000601",0.854808
"GO:0044211",0.855201
"GO:0009555",0.855555
"GO:0005747",0.856281
"GO:0044210",0.857121
"GO:0000987",0.858493
"GO:0006261",0.858506
"GO:0016161",0.858787
"GO:0005657",0.85884
"GO:0019856",0.859095
"GO:0008327",0.859175
"GO:0009833",0.859233
"GO:0031297",0.859247
"GO:0061809",0.859591
"GO:0051315",0.859612
"GO:0019676",0.859628
"GO:0000326",0.859805
"GO:2001141",0.860299
"GO:0008483",0.860625
"GO:0004535",0.860745
"GO:0034991",0.86085
"GO:0090575",0.861192
"GO:0015369",0.861327
"GO:0030173",0.861587
"GO:0089701",0.861825
"GO:1900140",0.862296
"GO:0006816",0.862327
"GO:0055028",0.862394
"GO:0080092",0.862465
"GO:0007267",0.862592
"GO:0046700",0.863109
"GO:0044270",0.863109
"GO:0055062",0.863155
"GO:0009527",0.863334
"GO:0051156",0.863346
"GO:0010264",0.863435
"GO:0010067",0.864104
"GO:0016298",0.864528
"GO:0010243",0.864572
"GO:0000036",0.864875
"GO:0009099",0.865448
"GO:0006183",0.865907
"GO:0008266",0.865986
"GO:0009903",0.866343
"GO:0018401",0.866365
"GO:0004656",0.866365
"GO:0000347",0.866667
"GO:0007005",0.866668
"GO:0042273",0.867277
"GO:0007264",0.867599
"GO:0003747",0.867697
"GO:0006289",0.867742
"GO:0019887",0.867801
"GO:0004659",0.868221
"GO:0070905",0.86877
"GO:0016251",0.868846
"GO:0006892",0.869483
"GO:0000003",0.869512
"GO:0048586",0.869632
"GO:0080175",0.870271
"GO:0019430",0.870351
"GO:0016132",0.87041
"GO:0009696",0.870425
"GO:0048441",0.87051
"GO:0032880",0.870637
"GO:0003886",0.871225
"GO:0015996",0.871253
"GO:0016987",0.871419
"GO:0005788",0.871579
"GO:0009787",0.87163
"GO:0010274",0.871708
"GO:0005504",0.871861
"GO:0006325",0.872379
"GO:0010929",0.872412
"GO:0045490",0.872424
"GO:0009639",0.872683
"GO:0045732",0.87297
"GO:0080147",0.874292
"GO:0019287",0.874342
"GO:0015386",0.874964
"GO:0035619",0.875688
"GO:0051607",0.876338
"GO:0000774",0.876931
"GO:0009569",0.876937
"GO:0003924",0.877486
"GO:0000257",0.877774
"GO:0010102",0.878354
"GO:0005874",0.878836
"GO:0007275",0.878987
"GO:0019375",0.879573
"GO:0003954",0.879809
"GO:0045723",0.880437
"GO:0008272",0.880453
"GO:0006898",0.880551
"GO:0006397",0.880593
"GO:0032977",0.881426
"GO:0030154",0.881459
"GO:0042542",0.88163
"GO:0030041",0.881858
"GO:0034098",0.882261
"GO:0080028",0.882421
"GO:0006974",0.882679
"GO:0000166",0.883611
"GO:0010646",0.883842
"GO:0006396",0.884124
"GO:0009558",0.884802
"GO:0009926",0.884857
"GO:0008333",0.884991
"GO:0097602",0.885232
"GO:0000394",0.885694
"GO:0004427",0.886148
"GO:0044614",0.886278
"GO:0010315",0.886358
"GO:0015020",0.886374
"GO:0009902",0.887273
"GO:0006116",0.887348
"GO:0009097",0.887508
"GO:0000914",0.887549
"GO:0010225",0.88757
"GO:0071277",0.887833
"GO:0035556",0.887835
"GO:0010358",0.887953
"GO:0010565",0.887969
"GO:0012501",0.888172
"GO:0030422",0.88829
"GO:0000027",0.888686
"GO:0047617",0.8887
"GO:0051205",0.889297
"GO:0030036",0.889408
"GO:0006796",0.889723
"GO:0009733",0.889762
"GO:0048235",0.890024
"GO:0005459",0.890225
"GO:0051123",0.890284
"GO:1901001",0.890814
"GO:0016799",0.890814
"GO:0006885",0.891921
"GO:0000165",0.892748
"GO:1902975",0.892942
"GO:0071038",0.893304
"GO:0000781",0.893847
"GO:0051646",0.893876
"GO:0050665",0.894054
"GO:0080156",0.894132
"GO:0000077",0.89425
"GO:0005253",0.895086
"GO:0070122",0.89583
"GO:0006464",0.896118
"GO:0003730",0.896558
"GO:0031966",0.89683
"GO:0032876",0.897105
"GO:0009306",0.897499
"GO:0003918",0.89768
"GO:0004031",0.897691
"GO:0003968",0.897741
"GO:0061077",0.898053
"GO:0031464",0.898282
"GO:0061087",0.898463
"GO:0008320",0.89851
"GO:0051131",0.898797
"GO:0032776",0.89929
"GO:0009247",0.900246
"GO:2000014",0.900265
"GO:0005905",0.90061
"GO:0034052",0.900663
"GO:0008024",0.900669
"GO:0008081",0.900693
"GO:0090558",0.900733
"GO:0010231",0.900798
"GO:2000904",0.900936
"GO:0050135",0.901155
"GO:0006032",0.901594
"GO:0010023",0.901768
"GO:0031053",0.901931
"GO:0080141",0.902044
"GO:0000049",0.902318
"GO:0045036",0.902388
"GO:0005516",0.902429
"GO:0005885",0.902518
"GO:0032508",0.902624
"GO:0018258",0.903232
"GO:0045292",0.903326
"GO:0000467",0.903508
"GO:0034990",0.903603
"GO:0005545",0.903755
"GO:0006821",0.903773
"GO:0006414",0.903858
"GO:0008271",0.904195
"GO:0006616",0.904432
"GO:0005345",0.904536
"GO:0010114",0.904752
"GO:0007130",0.905125
"GO:0010208",0.905133
"GO:0030170",0.905432
